City,Country,Country Code,Course Name,Cuisine Name,Customer First Name,Customer ID,Customer Last Name,Customer Name,Delivery Date,Desert Name,Drink,Order Date,Order ID,Postal Code,Row Number,Sides,Starter Name,Cost,Delivery Cost,Discount,Profit,Quantity,Sales
Pasadena,United States,US,Carbonara,Turkish,Mary,81-488-4385,Jellett,Mary Jellett,4/6/2022,Affogato,Roma Red wine,3/27/2020,47-612-6340,-5.04999e+08,17916,Focaccia,Tomato bread,124.62,99.88,68.89,62.31,3,186.93
Santa Cruz,United States,US,Bean soup,Italian,Melodee,30-902-5761,Gartshore,Melodee Gartshore,6/30/2021,Ice cream,Corfu Red Wine,12/30/2021,42-303-1476,943757286,17938,Potato salad,Olives,124.62,60.25,73.09,62.31,1,186.93
Salt Lake City,United States,US,Kabasa,Greek,Sheela,95-339-8822,Stein,Sheela Stein,6/13/2020,Turkish yoghurt,Ankara White Wine,3/8/2021,53-563-4345,354771,17965,Meatballs,Minestrone,91.84,36.43,24,45.92,2,137.76
Shawnee Mission,United States,US,Kabasa,Greek,Sterne,37-013-0292,Salterne,Sterne Salterne,3/30/2021,Turkish yoghurt,Ankara White Wine,8/21/2022,69-607-3610,-5.11241e+08,18137,Meatballs,Tomato bread,144.09,37.78,15,72.045,2,216.135
Provo,United States,US,Pizza,Greek,Mady,46-957-2549,McMennum,Mady McMennum,10/7/2021,Cheesecake,Italian Coffee,8/13/2020,56-076-6137,954037458,18141,Bruschetta,Flatbread,91.84,51.72,89.84,45.92,2,137.76
Reno,United States,US,Pizza,Italian,Merwin,52-934-7220,Pikhno,Merwin Pikhno,12/19/2019,Cheesecake,Italian Coffee,2/27/2022,06-887-6332,1421 01,18195,Bruschetta,Falafel,320,14.8,68.89,160,3,480
Sacramento,United States,US,Pizza,Italian,Aime,93-077-9628,Ferry,Aime Ferry,10/23/2022,Cheesecake,Italian Coffee,7/14/2021,04-904-4552,1424 01,18255,Bruschetta,Flatbread,69.38,2.73,91.14,34.69,2,104.07
Allentown,United States,US,Carbonara,Italian,Merlina,81-155-1642,Lermit,Merlina Lermit,4/20/2022,Affogato,Roma Red wine,7/27/2019,60-081-1759,987-1426,18262,Focaccia,Minestrone,210,37.47,10.52,105,1,315
Inglewood,United States,US,Shwarma,Turkish,Schuyler,44-371-9315,Walewski,Schuyler Walewski,10/22/2019,Baklava,Turkish Coffee,6/5/2020,12-718-1501,1430 01,18348,Fries,Hummus,220,12.22,91.14,110,3,330
Phoenix,United States,US,Greek salad,Greek,Ariadne,16-794-2589,Copeland,Ariadne Copeland,3/4/2021,Greek yoghurt,Athens White wine,11/5/2019,99-748-0471,1181307665,18349,Tapas,Olives,320,48.03,97.48,160,2,480
Charlotte,United States,US,Bean soup,Italian,Tamma,75-496-8007,Clink,Tamma Clink,3/23/2021,Ice cream,Corfu Red Wine,12/18/2019,84-864-3249,1181855030,18350,Potato salad,Flatbread,210,40.77,68.89,105,1,315
Hamilton,United States,US,Greek salad,Greek,Susette,01-169-3967,O'Neil,Susette O'Neil,11/15/2020,Greek yoghurt,Athens White wine,12/9/2019,10-370-7784,967893342,18397,Tapas,Falafel,190,81.05,30,95,2,285
Lubbock,United States,US,Kabasa,Greek,Aldrich,30-481-3036,Phythien,Aldrich Phythien,3/1/2021,Turkish yoghurt,Ankara White Wine,4/26/2021,87-435-5817,3810-1849,18521,Meatballs,Flatbread,125,38.29,30,62.5,2,187.5
Wilkes Barre,United States,US,Bean soup,Turkish,Dusty,23-245-6549,Yedall,Dusty Yedall,12/17/2020,Ice cream,Corfu Red Wine,2/13/2021,61-509-9344,993-1122,18548,Potato salad,Tomato bread,210,97.38,80.34,105,3,315
Kansas City,United States,US,Carbonara,Italian,Roanna,91-757-8892,Safont,Roanna Safont,11/18/2022,Affogato,Roma Red wine,1/6/2023,52-708-9153,649-7418,18574,Focaccia,Tomato bread,98,1.54,51.05,49,1,147
Chesapeake,United States,US,Kabasa,Greek,Richie,45-619-6096,Brydson,Richie Brydson,5/24/2020,Turkish yoghurt,Ankara White Wine,9/16/2019,66-576-7484,-5.24045e+08,18581,Meatballs,Falafel,91.84,67.12,98.01,45.92,2,137.76
Fort Smith,United States,US,Bean soup,Turkish,Alfreda,47-423-8685,Chasmer,Alfreda Chasmer,10/2/2022,Ice cream,Corfu Red Wine,10/15/2022,27-252-7456,649-7420,18608,Potato salad,Olives,119.8,90.72,91.41,59.9,3,179.7
Grand Junction,United States,US,Kabasa,Greek,Renato,77-254-6430,Paulin,Renato Paulin,3/19/2020,Turkish yoghurt,Ankara White Wine,3/20/2020,67-156-1140,979067442,18617,Meatballs,Minestrone,190,81.2,10,95,2,285
Birmingham,United States,US,Shwarma,Italian,Janeva,19-203-6248,Silman,Janeva Silman,1/25/2021,Baklava,Turkish Coffee,6/22/2021,53-131-0339,979514406,18618,Fries,Tomato bread,98,16.63,53.53,49,1,147
Chicago,United States,US,Carbonara,Turkish,Wenona,71-908-5082,MacGinlay,Wenona MacGinlay,12/9/2022,Affogato,Roma Red wine,4/24/2021,83-547-0450,981302262,18652,Focaccia,Hummus,119.8,42.27,20.33,59.9,3,179.7
Pompano Beach,United States,US,Kabasa,Italian,Karissa,13-040-2063,Sancraft,Karissa Sancraft,3/28/2022,Turkish yoghurt,Ankara White Wine,1/13/2021,53-322-3671,1449 01,18671,Meatballs,Hummus,52.08,2.88,9.71,26.04,2,78.12
Atlanta,United States,US,Kabasa,Greek,Vale,78-969-3391,Norwood,Vale Norwood,3/30/2022,Turkish yoghurt,Ankara White Wine,1/16/2021,92-859-5564,1203202265,18689,Meatballs,Falafel,93.13,52.14,91.14,46.565,2,139.695
Newport Beach,United States,US,Carbonara,Turkish,Lance,11-687-7365,Cheatle,Lance Cheatle,2/7/2020,Affogato,Roma Red wine,6/8/2021,95-935-6126,-5.27406e+08,18700,Focaccia,Tomato bread,220,99.91,17.4,110,3,330
Buffalo,United States,US,Kabasa,Greek,Sherye,38-029-8372,Christmas,Sherye Christmas,11/7/2020,Turkish yoghurt,Ankara White Wine,6/14/2019,90-256-2320,354815,18713,Meatballs,Tomato bread,91.84,94.67,73.09,45.92,2,137.76
Decatur,United States,US,Kabasa,Italian,Lorne,03-040-0318,Boldry,Lorne Boldry,5/6/2021,Turkish yoghurt,Ankara White Wine,3/2/2021,79-627-2533,984431010,18719,Meatballs,Tomato bread,125,39.38,61.49,62.5,2,187.5
Sacramento,United States,US,Bean soup,Turkish,Yardley,36-850-2399,Eliet,Yardley Eliet,3/28/2022,Ice cream,Corfu Red Wine,12/26/2021,99-862-6759,34720,18728,Potato salad,Hummus,98,59.34,11.23,49,3,147
Decatur,United States,US,Kabasa,Greek,Doreen,09-203-2909,Sothcott,Doreen Sothcott,1/24/2022,Turkish yoghurt,Ankara White Wine,2/15/2020,75-556-0225,-5.28526e+08,18749,Meatballs,Flatbread,190,70.86,31.2,95,2,285
San Francisco,United States,US,Pizza,Greek,Petronille,27-104-9440,Scrimgeour,Petronille Scrimgeour,12/8/2019,Cheesecake,Italian Coffee,3/10/2022,74-006-2266,986218866,18753,Bruschetta,Hummus,144.09,84.96,68.89,72.045,2,216.135
Washington,United States,US,Pizza,Italian,Faith,82-520-3770,Grushin,Faith Grushin,1/13/2021,Cheesecake,Italian Coffee,11/20/2020,54-080-0702,1457 01,18807,Bruschetta,Minestrone,125,31.71,20.33,62.5,2,187.5
Phoenix,United States,US,Bean soup,Turkish,Hyacintha,65-481-0473,Hanne,Hyacintha Hanne,11/4/2019,Ice cream,Corfu Red Wine,7/25/2020,82-505-2050,987-1464,18908,Potato salad,Minestrone,101.6,34.26,68.89,50.8,3,152.4
Fairbanks,United States,US,Pizza,Italian,Donni,37-845-3065,Tatem,Donni Tatem,10/22/2020,Cheesecake,Italian Coffee,7/14/2021,58-753-8307,34731,18915,Bruschetta,Minestrone,69.38,41.1,51.05,34.69,3,104.07
Pasadena,United States,US,Carbonara,Turkish,Mary,81-488-4385,Jellett,Mary Jellett,4/6/2022,Affogato,Roma Red wine,3/27/2020,47-612-6340,649-7438,18916,Focaccia,Tomato bread,119.8,99.88,89.84,59.9,3,179.7
Santa Cruz,United States,US,Bean soup,Italian,Melodee,30-902-5761,Gartshore,Melodee Gartshore,6/30/2021,Ice cream,Corfu Red Wine,12/30/2021,42-303-1476,-5.34128e+08,18938,Potato salad,Olives,119.8,60.25,97.48,59.9,1,179.7
Salt Lake City,United States,US,Kabasa,Greek,Sheela,95-339-8822,Stein,Sheela Stein,6/13/2020,Turkish yoghurt,Ankara White Wine,3/8/2021,53-563-4345,649-7441,18965,Meatballs,Minestrone,320,36.43,35.44,160,2,480
Shawnee Mission,United States,US,Kabasa,Greek,Sterne,37-013-0292,Salterne,Sterne Salterne,3/30/2021,Turkish yoghurt,Ankara White Wine,8/21/2022,69-607-3610,649-7451,19137,Meatballs,Tomato bread,125,37.78,80.34,62.5,2,187.5
Provo,United States,US,Pizza,Greek,Mady,46-957-2549,McMennum,Mady McMennum,10/7/2021,Cheesecake,Italian Coffee,8/13/2020,56-076-6137,-5.3973e+08,19141,Bruschetta,Flatbread,320,51.72,30,160,2,480
Reno,United States,US,Pizza,Italian,Merwin,52-934-7220,Pikhno,Merwin Pikhno,12/19/2019,Cheesecake,Italian Coffee,2/27/2022,06-887-6332,1009460994,19195,Bruschetta,Falafel,93.13,14.8,89.84,46.565,3,139.695
Sacramento,United States,US,Pizza,Italian,Aime,93-077-9628,Ferry,Aime Ferry,10/23/2022,Cheesecake,Italian Coffee,7/14/2021,04-904-4552,34751,19255,Bruschetta,Flatbread,190,2.73,11.23,95,2,285
Allentown,United States,US,Carbonara,Italian,Merlina,81-155-1642,Lermit,Merlina Lermit,4/20/2022,Affogato,Roma Red wine,7/27/2019,60-081-1759,993-1164,19262,Focaccia,Minestrone,44.57,37.47,54.08,22.285,1,66.855
Inglewood,United States,US,Shwarma,Turkish,Schuyler,44-371-9315,Walewski,Schuyler Walewski,10/22/2019,Baklava,Turkish Coffee,6/5/2020,12-718-1501,1017506346,19348,Fries,Hummus,101.6,12.22,11.23,50.8,3,152.4
Phoenix,United States,US,Greek salad,Greek,Ariadne,16-794-2589,Copeland,Ariadne Copeland,3/4/2021,Greek yoghurt,Athens White wine,11/5/2019,99-748-0471,1017953310,19349,Tapas,Olives,93.13,48.03,51.05,46.565,2,139.695
Charlotte,United States,US,Bean soup,Italian,Tamma,75-496-8007,Clink,Tamma Clink,3/23/2021,Ice cream,Corfu Red Wine,12/18/2019,84-864-3249,987-1490,19350,Potato salad,Flatbread,44.57,40.77,89.84,22.285,1,66.855
Hamilton,United States,US,Greek salad,Greek,Susette,01-169-3967,O'Neil,Susette O'Neil,11/15/2020,Greek yoghurt,Athens White wine,12/9/2019,10-370-7784,-5.47092e+08,19397,Tapas,Falafel,52.08,81.05,9.12,26.04,2,78.12
Lubbock,United States,US,Kabasa,Greek,Aldrich,30-481-3036,Phythien,Aldrich Phythien,3/1/2021,Turkish yoghurt,Ankara White Wine,4/26/2021,87-435-5817,1499 01,19521,Meatballs,Flatbread,168.27,38.29,9.12,84.135,2,252.405
Wilkes Barre,United States,US,Bean soup,Turkish,Dusty,23-245-6549,Yedall,Dusty Yedall,12/17/2020,Ice cream,Corfu Red Wine,2/13/2021,61-509-9344,-5.51093e+08,19548,Potato salad,Tomato bread,44.57,97.38,53.53,22.285,3,66.855
Kansas City,United States,US,Carbonara,Italian,Roanna,91-757-8892,Safont,Roanna Safont,11/18/2022,Affogato,Roma Red wine,1/6/2023,52-708-9153,1260675590,19574,Focaccia,Tomato bread,83.99,1.54,99.24,41.995,1,125.985
Chesapeake,United States,US,Kabasa,Greek,Richie,45-619-6096,Brydson,Richie Brydson,5/24/2020,Turkish yoghurt,Ankara White Wine,9/16/2019,66-576-7484,1502 01,19581,Meatballs,Falafel,320,67.12,73.09,160,2,480
Fort Smith,United States,US,Bean soup,Turkish,Alfreda,47-423-8685,Chasmer,Alfreda Chasmer,10/2/2022,Ice cream,Corfu Red Wine,10/15/2022,27-252-7456,1262865050,19608,Potato salad,Olives,98,90.72,24,49,3,147
Grand Junction,United States,US,Kabasa,Greek,Renato,77-254-6430,Paulin,Renato Paulin,3/19/2020,Turkish yoghurt,Ankara White Wine,3/20/2020,67-156-1140,-5.53174e+08,19617,Meatballs,Minestrone,52.08,81.2,31.2,26.04,2,78.12
Birmingham,United States,US,Shwarma,Italian,Janeva,19-203-6248,Silman,Janeva Silman,1/25/2021,Baklava,Turkish Coffee,6/22/2021,53-131-0339,-5.53334e+08,19618,Fries,Tomato bread,83.99,16.63,61.49,41.995,1,125.985
Chicago,United States,US,Carbonara,Turkish,Wenona,71-908-5082,MacGinlay,Wenona MacGinlay,12/9/2022,Affogato,Roma Red wine,4/24/2021,83-547-0450,-5.54294e+08,19652,Focaccia,Hummus,98,42.27,68.89,49,3,147
Pompano Beach,United States,US,Kabasa,Italian,Karissa,13-040-2063,Sancraft,Karissa Sancraft,3/28/2022,Turkish yoghurt,Ankara White Wine,1/13/2021,53-322-3671,1034490978,19671,Meatballs,Hummus,310,2.88,10,155,2,465
Atlanta,United States,US,Kabasa,Greek,Vale,78-969-3391,Norwood,Vale Norwood,3/30/2022,Turkish yoghurt,Ankara White Wine,1/16/2021,92-859-5564,1035831870,19689,Meatballs,Falafel,75,52.14,11.23,37.5,2,112.5
Newport Beach,United States,US,Carbonara,Turkish,Lance,11-687-7365,Cheatle,Lance Cheatle,2/7/2020,Affogato,Roma Red wine,6/8/2021,95-935-6126,1509 01,19700,Focaccia,Tomato bread,101.6,99.91,37.04,50.8,3,152.4
Buffalo,United States,US,Kabasa,Greek,Sherye,38-029-8372,Christmas,Sherye Christmas,11/7/2020,Turkish yoghurt,Ankara White Wine,6/14/2019,90-256-2320,649-7485,19713,Meatballs,Tomato bread,320,94.67,97.48,160,2,480
Decatur,United States,US,Kabasa,Italian,Lorne,03-040-0318,Boldry,Lorne Boldry,5/6/2021,Turkish yoghurt,Ankara White Wine,3/2/2021,79-627-2533,-5.56054e+08,19719,Meatballs,Tomato bread,168.27,39.38,10.52,84.135,2,252.405
Sacramento,United States,US,Bean soup,Turkish,Yardley,36-850-2399,Eliet,Yardley Eliet,3/28/2022,Ice cream,Corfu Red Wine,12/26/2021,99-862-6759,3810-1920,19728,Potato salad,Hummus,83.99,59.34,98.01,41.995,3,125.985
Decatur,United States,US,Kabasa,Greek,Doreen,09-203-2909,Sothcott,Doreen Sothcott,1/24/2022,Turkish yoghurt,Ankara White Wine,2/15/2020,75-556-0225,649-7487,19749,Meatballs,Flatbread,52.08,70.86,15,26.04,2,78.12
San Francisco,United States,US,Pizza,Greek,Petronille,27-104-9440,Scrimgeour,Petronille Scrimgeour,12/8/2019,Cheesecake,Italian Coffee,3/10/2022,74-006-2266,-5.57015e+08,19753,Bruschetta,Hummus,125,84.96,89.84,62.5,2,187.5
Washington,United States,US,Pizza,Italian,Faith,82-520-3770,Grushin,Faith Grushin,1/13/2021,Cheesecake,Italian Coffee,11/20/2020,54-080-0702,1041642402,19807,Bruschetta,Minestrone,168.27,31.71,68.89,84.135,2,252.405
Phoenix,United States,US,Bean soup,Turkish,Hyacintha,65-481-0473,Hanne,Hyacintha Hanne,11/4/2019,Ice cream,Corfu Red Wine,7/25/2020,82-505-2050,993-1202,19908,Potato salad,Minestrone,235,34.26,89.84,117.5,3,352.5
Fairbanks,United States,US,Pizza,Italian,Donni,37-845-3065,Tatem,Donni Tatem,10/22/2020,Cheesecake,Italian Coffee,7/14/2021,58-753-8307,3810-1931,19915,Bruschetta,Minestrone,190,41.1,99.24,95,3,285
Pasadena,United States,US,Carbonara,Turkish,Mary,81-488-4385,Jellett,Mary Jellett,4/6/2022,Affogato,Roma Red wine,3/27/2020,47-612-6340,693940,19916,Focaccia,Tomato bread,98,99.88,30,49,3,147
Santa Cruz,United States,US,Bean soup,Italian,Melodee,30-902-5761,Gartshore,Melodee Gartshore,6/30/2021,Ice cream,Corfu Red Wine,12/30/2021,42-303-1476,1523 01,19938,Potato salad,Olives,98,60.25,51.05,49,1,147
Salt Lake City,United States,US,Kabasa,Greek,Sheela,95-339-8822,Stein,Sheela Stein,6/13/2020,Turkish yoghurt,Ankara White Wine,3/8/2021,53-563-4345,1285854380,19965,Meatballs,Minestrone,93.13,36.43,20,46.565,2,139.695
Shawnee Mission,United States,US,Kabasa,Greek,Sterne,37-013-0292,Salterne,Sterne Salterne,3/30/2021,Turkish yoghurt,Ankara White Wine,8/21/2022,69-607-3610,693953,20137,Meatballs,Tomato bread,168.27,37.78,53.53,84.135,2,252.405
Provo,United States,US,Pizza,Greek,Mady,46-957-2549,McMennum,Mady McMennum,10/7/2021,Cheesecake,Italian Coffee,8/13/2020,56-076-6137,354899,20141,Bruschetta,Flatbread,93.13,51.72,9.12,46.565,2,139.695
Reno,United States,US,Pizza,Italian,Merwin,52-934-7220,Pikhno,Merwin Pikhno,12/19/2019,Cheesecake,Italian Coffee,2/27/2022,06-887-6332,-5.69498e+08,20195,Bruschetta,Falafel,75,14.8,30,37.5,3,112.5
Sacramento,United States,US,Pizza,Italian,Aime,93-077-9628,Ferry,Aime Ferry,10/23/2022,Cheesecake,Italian Coffee,7/14/2021,04-904-4552,3810-1951,20255,Bruschetta,Flatbread,52.08,2.73,98.01,26.04,2,78.12
Allentown,United States,US,Carbonara,Italian,Merlina,81-155-1642,Lermit,Merlina Lermit,4/20/2022,Affogato,Roma Red wine,7/27/2019,60-081-1759,-5.71259e+08,20262,Focaccia,Minestrone,220,37.47,23,110,1,330
Inglewood,United States,US,Shwarma,Turkish,Schuyler,44-371-9315,Walewski,Schuyler Walewski,10/22/2019,Baklava,Turkish Coffee,6/5/2020,12-718-1501,-5.7382e+08,20348,Fries,Hummus,235,12.22,98.01,117.5,3,352.5
Phoenix,United States,US,Greek salad,Greek,Ariadne,16-794-2589,Copeland,Ariadne Copeland,3/4/2021,Greek yoghurt,Athens White wine,11/5/2019,99-748-0471,-5.7398e+08,20349,Tapas,Olives,75,48.03,99.24,37.5,2,112.5
Charlotte,United States,US,Bean soup,Italian,Tamma,75-496-8007,Clink,Tamma Clink,3/23/2021,Ice cream,Corfu Red Wine,12/18/2019,84-864-3249,993-1228,20350,Potato salad,Flatbread,220,40.77,30,110,1,330
Hamilton,United States,US,Greek salad,Greek,Susette,01-169-3967,O'Neil,Susette O'Neil,11/15/2020,Greek yoghurt,Athens White wine,12/9/2019,10-370-7784,1550 01,20397,Tapas,Falafel,310,81.05,47.84,155,2,465
Lubbock,United States,US,Kabasa,Greek,Aldrich,30-481-3036,Phythien,Aldrich Phythien,3/1/2021,Turkish yoghurt,Ankara White Wine,4/26/2021,87-435-5817,1079187378,20521,Meatballs,Flatbread,69.38,38.29,47.84,34.69,2,104.07
Wilkes Barre,United States,US,Bean soup,Turkish,Dusty,23-245-6549,Yedall,Dusty Yedall,12/17/2020,Ice cream,Corfu Red Wine,2/13/2021,61-509-9344,649-7534,20548,Potato salad,Tomato bread,220,97.38,61.49,110,3,330
Kansas City,United States,US,Carbonara,Italian,Roanna,91-757-8892,Safont,Roanna Safont,11/18/2022,Affogato,Roma Red wine,1/6/2023,52-708-9153,987-1562,20574,Focaccia,Tomato bread,225,1.54,20.33,112.5,1,337.5
Chesapeake,United States,US,Kabasa,Greek,Richie,45-619-6096,Brydson,Richie Brydson,5/24/2020,Turkish yoghurt,Ankara White Wine,9/16/2019,66-576-7484,34829,20581,Meatballs,Falafel,93.13,67.12,97.48,46.565,2,139.695
Fort Smith,United States,US,Bean soup,Turkish,Alfreda,47-423-8685,Chasmer,Alfreda Chasmer,10/2/2022,Ice cream,Corfu Red Wine,10/15/2022,27-252-7456,987-1564,20608,Potato salad,Olives,83.99,90.72,35.44,41.995,3,125.985
Grand Junction,United States,US,Kabasa,Greek,Renato,77-254-6430,Paulin,Renato Paulin,3/19/2020,Turkish yoghurt,Ankara White Wine,3/20/2020,67-156-1140,354927,20617,Meatballs,Minestrone,310,81.2,15,155,2,465
Birmingham,United States,US,Shwarma,Italian,Janeva,19-203-6248,Silman,Janeva Silman,1/25/2021,Baklava,Turkish Coffee,6/22/2021,53-131-0339,1563 01,20618,Fries,Tomato bread,225,16.63,10.52,112.5,1,337.5
Chicago,United States,US,Carbonara,Turkish,Wenona,71-908-5082,MacGinlay,Wenona MacGinlay,12/9/2022,Affogato,Roma Red wine,4/24/2021,83-547-0450,1565 01,20652,Focaccia,Hummus,83.99,42.27,89.84,41.995,3,125.985
Pompano Beach,United States,US,Kabasa,Italian,Karissa,13-040-2063,Sancraft,Karissa Sancraft,3/28/2022,Turkish yoghurt,Ankara White Wine,1/13/2021,53-322-3671,-5.82943e+08,20671,Meatballs,Hummus,91.84,2.88,31.2,45.92,2,137.76
Atlanta,United States,US,Kabasa,Greek,Vale,78-969-3391,Norwood,Vale Norwood,3/30/2022,Turkish yoghurt,Ankara White Wine,1/16/2021,92-859-5564,-5.83583e+08,20689,Meatballs,Falafel,144.09,52.14,98.01,72.045,2,216.135
Newport Beach,United States,US,Carbonara,Turkish,Lance,11-687-7365,Cheatle,Lance Cheatle,2/7/2020,Affogato,Roma Red wine,6/8/2021,95-935-6126,34836,20700,Focaccia,Tomato bread,235,99.91,67.77,117.5,3,352.5
Buffalo,United States,US,Kabasa,Greek,Sherye,38-029-8372,Christmas,Sherye Christmas,11/7/2020,Turkish yoghurt,Ankara White Wine,6/14/2019,90-256-2320,1334022500,20713,Meatballs,Tomato bread,93.13,94.67,51.05,46.565,2,139.695
Decatur,United States,US,Kabasa,Italian,Lorne,03-040-0318,Boldry,Lorne Boldry,5/6/2021,Turkish yoghurt,Ankara White Wine,3/2/2021,79-627-2533,354933,20719,Meatballs,Tomato bread,69.38,39.38,54.08,34.69,2,104.07
Sacramento,United States,US,Bean soup,Turkish,Yardley,36-850-2399,Eliet,Yardley Eliet,3/28/2022,Ice cream,Corfu Red Wine,12/26/2021,99-862-6759,1570 01,20728,Potato salad,Hummus,225,59.34,73.09,112.5,3,337.5
Decatur,United States,US,Kabasa,Greek,Doreen,09-203-2909,Sothcott,Doreen Sothcott,1/24/2022,Turkish yoghurt,Ankara White Wine,2/15/2020,75-556-0225,693989,20749,Meatballs,Flatbread,310,70.86,80.34,155,2,465
San Francisco,United States,US,Pizza,Greek,Petronille,27-104-9440,Scrimgeour,Petronille Scrimgeour,12/8/2019,Cheesecake,Italian Coffee,3/10/2022,74-006-2266,354935,20753,Bruschetta,Hummus,168.27,84.96,30,84.135,2,252.405
Washington,United States,US,Pizza,Italian,Faith,82-520-3770,Grushin,Faith Grushin,1/13/2021,Cheesecake,Italian Coffee,11/20/2020,54-080-0702,-5.86784e+08,20807,Bruschetta,Minestrone,69.38,31.71,89.84,34.69,2,104.07
Phoenix,United States,US,Bean soup,Turkish,Hyacintha,65-481-0473,Hanne,Hyacintha Hanne,11/4/2019,Ice cream,Corfu Red Wine,7/25/2020,82-505-2050,-5.89504e+08,20908,Potato salad,Minestrone,124.62,34.26,30,62.31,3,186.93
Fairbanks,United States,US,Pizza,Italian,Donni,37-845-3065,Tatem,Donni Tatem,10/22/2020,Cheesecake,Italian Coffee,7/14/2021,58-753-8307,1581 01,20915,Bruschetta,Minestrone,52.08,41.1,20.33,26.04,3,78.12
Pasadena,United States,US,Carbonara,Turkish,Mary,81-488-4385,Jellett,Mary Jellett,4/6/2022,Affogato,Roma Red wine,3/27/2020,47-612-6340,1346611895,20916,Focaccia,Tomato bread,83.99,99.88,9.12,41.995,3,125.985
Santa Cruz,United States,US,Bean soup,Italian,Melodee,30-902-5761,Gartshore,Melodee Gartshore,6/30/2021,Ice cream,Corfu Red Wine,12/30/2021,42-303-1476,34850,20938,Potato salad,Olives,83.99,60.25,99.24,41.995,1,125.985
Salt Lake City,United States,US,Kabasa,Greek,Sheela,95-339-8822,Stein,Sheela Stein,6/13/2020,Turkish yoghurt,Ankara White Wine,3/8/2021,53-563-4345,987-1585,20965,Meatballs,Minestrone,75,36.43,9.71,37.5,2,112.5
